Default Level
0	-1	0	187.717
5
0	839.933 205.023	864.933 230.023	0 0	0 0	50 50	8 4	0	5 5	100	0	1	1 1 50 50	25
1	725.225 324	745.225 344	0 0	0 0	40 40	8 4	3	15 15	1	0	1	1 1 40 40	20
2	685.224 324	705.224 344	0 0	0 0	40 40	10 4	3	15 15	1	0	1	1 1 40 40	20
3	881.72 324	901.72 344	0 0	0 0	40 40	8 4	3	2 15	1	0	1	1 1 40 40	20
4	780.001 323.999	800.001 343.999	0 0	0 0	40 40	16 4	3	15 15	1	0	1	1 1 40 40	20
40	20	52
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	6003	0	0	0	0	0	
0	0	0	6003	0	0	0	3000	3000	3000	3000	3000	3000	0	0	6003	0	0	0	0	
0	0	0	6003	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	6003	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	6003	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	6003	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	6003	0	6003	6003	0	0	3000	3000	3000	3000	3000	3000	0	0	6003	0	0	0	0	
0	6003	0	1006804	6003	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	6003	0	6003	6003	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	6003	0	6003	6003	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	6003	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	
