Default Level.txt
6	-1	0	0
7
0	2743.61 1703.2	2783.61 1743.2	0 0	0 0	40 40	53 33	3	15 15	1	0	1	1 1 40 40	20
1	2957.5 1645.11	2997.5 1685.11	0 0	0 0	40 40	57 32	3	15 15	1	0	1	1 1 40 40	20
2	2975.98 1782.42	3015.98 1822.42	0 0	0 0	40 40	57 35	3	15 15	1	0	1	1 1 40 40	20
3	2936.38 1845.8	2976.38 1885.8	0 0	0 0	40 40	57 36	3	15 15	1	0	1	1 1 40 40	20
4	2651.19 1653.03	2691.19 1693.03	0 0	0 0	40 40	51 32	4	5 5	0.5	0	1	1 1 40 40	20
5	2490.11 755.219	2530.11 795.219	0 0	0 0	40 40	48 15	4	5 5	0.5	0	1	1 1 40 40	20
6	2553.48 673.359	2603.48 723.359	0 0	0 0	50 50	50 13	0	5 5	100	0	1	1 1 50 50	25
40	25	52
0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	6003	6003	6003	0	0	
0	0	0	0	0	0	0	6003	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	6003	6003	6003	0	0	
0	0	0	0	0	0	0	6003	6003	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	6003	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	6003	6003	6003	0	0	
0	0	0	0	0	6003	6003	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	6003	6003	6003	0	0	
0	0	0	0	0	0	6003	6003	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	6003	6003	0	1005302	1005302	1005302	1005302	1005302	1005302	1005302	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	6003	0	0	
0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	6003	6003	6003	0	0	
0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	6003	6003	0	0	0	
0	0	0	0	0	0	1006804	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3000	3000	3000	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	
